A kind of shower that lighten up the sky?,Meteor.
"A kind of weather that comes your way but add a ""D"" and it will run away?",Drain.
A large oasis in the desert. Come with cash and leave with none. What am I?,Las Vegas.
"A leathery snake, with a stinging bite. I'll stay coiled up, unless I must fight?",Whip.
A life or death skill for gunifghters?,QuickDraw.
"A little girl goes to the store and buys one dozen eggs. As she is going home, all but three break. How many eggs are left unbroken?",Three.
"A little house full of meat, no door to go in and eat?",Nut.
A little pool with two layers of wall around it. One white and soft and the other dark and hard. Amidst a light brown grassy lawn with an outline of a green grass?,Coconut.
A locked sphere without hinges or key. Break me open and golden treasures youll see?,Egg.
A man calls his dog from the opposite side of the river. The dog crosses the river without getting wet and without using a bridge or boat. How?,The river was frozen.
"A man describes his daughters, saying, ""They are all blonde but two; all brunette but two; and all redheaded but two."" How many daughters does he have?","Three: A blonde, a brunette and a redhead."
A man dies of old age on his 25th birthday. How is this possible?,He was born on February 29.
A man holds $5.50 in his hand but only has one coin. How is this possible?,He has a $5 bill and one 50-cent piece.
"A man looks at a painting and says, ""Brothers and sisters I have none but that man’s father is my father’s son."" Who is in the painting?",His son.
"A man looks at a painting in a museum and says, ""Brothers and sisters I have none but that man’s father is my father’s son."" Who is in the painting?",The man’s son.
"A man says, ""brothers and sisters, have I none but that man’s father is my father’s son."" Who is he pointing at?",Son.
"A man started to town with a fox, a goose and a sack of corn. He came to a stream which he had to cross in a tiny boat. He could only take one across at a time. He could not leave the fox alone with the goose or the goose alone with the corn. How did he get them all safely over the stream?","He took the goose over first and came back. Then he took the fox across and brought the goose back. Next, he took the corn over. He came back alone and took the goose."
A man walks out of a house that has four walls all facing north. A bird walks past him. What is it?,Penguin.
A man was driving a black truck. His lights were not on. The moon was not out. A lady was crossing the street. How did the man see her?,"It was a bright, sunny day."
"A man went to the hardware store to buy items for his house. 1 would cost $.25. 12 would cost $.50. 122 would cost $.75. When he left the store he had spent $.75, what did he buy?",Numbers.
A man who was outside in the rain without an umbrella or hat didn’t get a single hair on his head wet. Why?,He was bald.
A man who worked in a butcher shop was six feet tall and wore size eleven shoes. What did he weigh?,Meat.
A man without bones whose flesh is cold. A man unthinking who is always shrinking. Who is he?,Snowmen.
A mechanism to discover who is following you?,RearView.
"A metal neither black nor red, as heavy as man's golden greed. What you do to stay ahead, with friend or foe or arrow and steed?",Lead.
A mighty weapon in the war against winged household pests?,Flyswatter.
A mile from end to end but easily found on the face of a friend. What is it?,Smile.
"A mile from end to end, yet as close to as a friend. A precious commodity, freely given. Seen on the dead and on the living. Found on the rich, poor, short and tall but shared among children most of all?",Smile.
"A mile from end to end, yet as close to as a friend. A precious commodity, freely given. Seen on the dead and on the living. Found on the rich, poor, short and tall but shared among children most of all. What is it?",Smile.
"A mile from end to end, yet as close to as a friend. A precious commodity, freely given. Seen on the dead and on the living. Found on the rich, poor, short and tall. But shared among children most of all?",Smile.
A mini solar powered computer designed to help you pass Algebra?,Calculator.
A morbidly-named body of water?,DeadSea.
"A most complex construction, Of creation and destruction, Of good and evil deeds, Of noblest thought and basest needs, A species in the lead, Immortal ’til we bleed?",Humans.
A most delicious thing. It can be given but cannot be kept. Some awake from it after they’ve slept. It is the moistest and softest butterfly wing but when it is the last even it can sting?,Kiss.
A move made popular b the King of Pop. What am I?,Moon Walk.
"A muttered rumble was heard from the pen and I, in my walking stopped to look in. What was this I saw? A massive beast, hoofed and jawed. With spikes upon its mighty brow, I watched as he struck the turf and prowled. And yet for all of his magnificence, he couldn't get out of that wooden fence?",Bull.
"A mysterious, fantastic creature, It has one defining feature and for humans at their worst, In their eyes it’s just a horse?",Unicorn.
A natural tattoo on babies?,BirthMark.
"A necessity to some, a treasure to many, I'm best enjoyed among pleasant company. Some like me hot, some like me cold. Some prefer mild, some like me bold. What am I?",Coffee.
"A new clothing store has a unique method of pricing items. A vest costs $20, a tie costs $15, a blouse costs $30 and underwear costs $45. How much would pants cost?",$25. The pricing method charges $5 for each letter needed to spell the item.
"A new clothing store has a unique method of pricing items. A vest costs $20, a tie costs $15, a blouse costs $30 and underwear costs $How much would pants cost?",The pricing method charges $5 for each letter needed to spell the item.
A nut cracker up in a tree?,Squirrel.
A path between high natural masses; remove the first letter to get a path between man-made masses?,Valley.
A path of cow juice spread across the sky?,MilkyWay.
A penguin in Antarctica is called Gaga. A penguin In New Zealand is called Nana. What do you call a penguin in Dubai?,Lost.
A performer counts on these folks for applause?,Audience.
A person who chews the ends of their fingers?,NailBiter.
A person who has powers to save the day?,Superman.
A pet who lived in a town where an inordinate number of children fell down wells?,Lassie.
A piece of paper that determines the academic fate of kids everywhere?,ReportCard.
A piece of paper that takes most people 3 or 4 years to get. What am I?,Diploma.
A place where the titanic is still chilling?,Atlantic.
"A place with substance and story, where many masquerade to there glory. What am I?",Stage.
A plant named after a light source?,Sunflower.
A pony trots his way through the world on these?,Hoof.
"A popular afterlife destination to send people, when you're mad at them?",Hell.
A popular afterlife location to send evil people. What am I?,Hell.
A popular Hip Hop artist goes by the Vanilla version of this substance?,Ice.
"A precious gift, yet it has no end, no beginning and nothing in the middle?",Ring.
"A precious stone, as clear as diamond. Seek it out while the sun's near the horizon. Though you can walk on water with its power, try to keep it and it'll vanish in an hour?",Ice.
A prehistoric reptile that lives today and the inspiration for the name of a popular sports drink?,Gator.
"A prickly house a little host contains; The pointed weapons keep back from pains, So he, unarmed, safe in his fort remains?",Hedgehog.
A railroad crossing without any cars. Can you spell that without any R’s?,"T-H-A-T (This one is tricky. It makes readers think they’re supposed to describe the scenario without using the letter ""R."" But the first sentence was actually used to distract the reader from the real question.)"
A reaction to being spooked that takes its name from water-fowl?,Goosebumps.
"A red drum which sounds without being touched and grows silent, when it is touched?",Heart.
A red house is made of red bricks. A blue house is made of blue bricks. A yellow house is made of yellow bricks. What is a greenhouse made of?,Glass.
"A republican whose name is synonymous with ""glove.""?",Mitt.
"A rooster is sitting on the roof of a barn facing west. If it laid an egg, would the egg roll to the north or to the south?",It's impossible — roosters don't lay eggs.
A salutation from the islands?,Aloha.
A seasonal fashion statement named for the weather it's worn in?,SunDress.
A section of the calendar dedicated to mother nature?,EarthDay.
"A seed am I, three letters make my name. Take away two and I still sound the same?",Pea.
A setting that proved to be deadly for Abraham Lincoln?,Theater.
A shimmering field that reaches far. Yet it has no tracks and is crossed without paths?,Ocean.
A shower that lights up the sky?,Meteor.
A single seater best accompanied by circus music and great balance?,Unicycle.
"A single syllable do I claim, black was my most famous name; Fetal to mortals here below, thousands have I slain in a single blow?",Plague.
"A single syllable do I claim, black was my most famous name; Fetal to mortals here below, thousands have I slain in a single blow. What am I?",Plague.
"A skin have I, more eyes than one. I can be very nice when I am done?",Potato.
"A skin have I, more eyes than one. I can be very nice when I am done. What am I?",Potato.
"A slow, solemn square-dance of warriors feinting. One by one they fall, warriors fainting, thirty-two on sixty-four?",Chess.
A small hill with seven holes?,Head.
A small paradise surrounded by dry heat. Some have Wonderwalls?,Oasis.
A snake that binds without a head. A snake of fiber no need to dread. What am I?,Rope.
A spent round or a slimy critter?,Slug.
A sport with love and service played by singles and pairs?,Tennis.
A squiggly line tells you when you've done it wrong?,Spell.
A standard dimension for sandwiches and rulers?,Footlong.
A stellar five-limbed sea creature?,Starfish.
A storage facility for criminals and fire-breathing reptiles?,Dungeon.
A storm in your cranium?,Headache.
A stylish winter top that covers your larynx?,Turtleneck.
A surly green puppet calls this filthy place his home?,TrashCan.
A tangly game and a destructive weather phenomenon?,Twister.
A tasty reward given to well behaved dogs and kids?,Treat.
A thing with a thundering breech. It weighing a thousand welly. I have heard it roar louder than Guy's wild boar. They say it hath death in its belly?,Cannon.
A third from the sun and not much else since the world’s begun. Some may weigh a metric ton. Is a synonym for fun. Made a zeppelin take flight. A big thing at Isle of Wight?,Rock.
"A thousand colored folds stretch toward the sky. Atop a tender strand, rising from the land, until killed by maiden's hand. Perhaps a token of love, perhaps to say goodbye?",Flower.
"A thousand wheels but move I do not. Call me what I am, call me a lot. What am I?",Parking Lot.
"A time when they're green. A time when they're brown. But both of these times, cause me to frown. But just in between, for a very short while. They're perfect and yellow. And cause me to smile?",Bananas.
"A tiny bead, like fragile glass, strung along a cord of grass?",Dew.
A toasty and crunchy cereal would be pointless without this spice?,Cinnamon.
A toothy nocternal immortal?,Vampire.
A toy that requires some string and a breezy day?,Kite.
A truck driver is going opposite traffic on a one-way street. A police officer sees him but doesn’t stop him. Why didn’t the police officer stop him?,He is walking.
A twiggy home?,Nest.
A type of hammer that brings a room to order?,Gavel.
"A useful thing, hard, firm and white, outside in shaggy robe bedight; Hallowed within right cleverly, it goes to work both white and dry. When after labor it comes back, you'll find it moist and very black; for service it is ready ever and fails the hand that guides it never?",Pen.
"A very pretty thing am I, fluttering in the pale-blue sky. Delicate, fragile on the wing, indeed I am a pretty thing?",Butterfly.
"A vessel have I, that is round as pear, moist in the middle, surrounded with hair; and often it happens that water flows there?",Eye.
"A warrior amongst the flowers, he bears a thrusting sword. He uses it whenever he must, to defend his golden hoard?",Bee.
A wave of white powdery destruction that is a skier's worst nightmare?,Avalanche.
A weighty currency?,Pound.
"A white field and when it is plowed, its soil is black?",Paper.
A white horned symbol of purity and grace?,Unicorn.
"A woman is sitting in his cabin in Minnesota. In less than three hours, she's in her cabin in Texas. How can this be?",The woman is a pilot and she's sitting in the cabin of her airplane.
"A woman shoots her husband, then holds him under water for five minutes. Finally, she hangs him. Five minutes later they enjoy a wonderful dinner together. How can this be?",Photo.
"A wonderful elixir, It is your fluid fixer. Gulp it down and turn like a concrete mixer. Dark as night and sweet as sin, It’s like liquid heroin?",Coffee.
"A word I know, six letters it contains, remove one letter and 12 remains, what is it?",Dozens.
"A word I know, six letters it contains, subtract just one and twelve remains?",Dozens.
"A word I know, six letters it contains, subtract just one and twelve remains. What is it?",Dozens.
"A word I know, six letters it contains. Subtract just one and twelve remains?",Dozens.
"A word there is of plural number, foe to ease and tranquil slumber; with any other word you take, to add an ""s"" would plural make. But if you add an ""s"" to this, how strange the metamorphosis: What plural was, is plural now no more and sweet, what bitter was before?",Caress.
"A young child goes up to a wise man and shocks him by asking him,?",Parents.
"A young lady walked through the meadow and scattered her glass pearls. The Moon saw this, yet didn't tell her. The Sun woke up and gathered the pearls?",Dew.
A young man wants to have it but when he has it he no longer wants it. Blade in hand he attacks it And does his best to remove it. Yet he knows that it is all in vain?,Beard.
A young man wants to have me but when he has me he no longer wants me. Blade in hand he attacks me and does his best to remove me. Yet he knows that it is all in vain. What am I?,Beard.
"According to Hollywood, the men of this ancient city wore leather speedos and waxed their chests?",Sparta.
"According to kids' entertainment, these reptiles are gifted at martial arts and surfer-dude slang?",Turtle.
"According to many students, dogs have an appetite for this paper item?",Homework.
"According to the ads, this is the favorite beverage of friendly polar bears?",Coke.
"According to the ads,this is the favorite beverage of friendly polar bears?",Coke.
"According to the music industry, you can count on a midnight train and the devil to turn up here?",Georgia.
Add 10 to nothing. What animal does it make?,OX (ox).
Add me to myself and multiply by 4. Divide me by 8 and you will have me once more. What number am I?,Any number.
"Adored by few, feared and hated by many. Mistress of the entire universal reason, master in the art of numbers. Some may have solved many of your mysteries but there still much of them to find. What are they?",Mathematics.
"After an electric train crashed, every single person died. Who survived?",All of the couples.
"Against the sun, I protect your eyes and am often worn on the face of spies. What am I?",Sunglasses.
"Agile on my feet, I drive dogs mad. I flick my tail when I'm angry and hum when I'm glad. What am I?",Cat.
Air that is expelled orally?,Burp.
Aliens in Toy Story call this their leader?,Claw.
"Alive without breath, as cold as death. Clad in mail, never clinking. Never thirsty, ever drinking. What is it?",Fish.
"All about but cannot be seen. Can be captured, cannot be held. No Throat but can be heard. What is it?",Wind.
"All about the house, with his lady he dances, yet he always works and never romances?",Broom.
All the berries enjoyed the part except one berry. Why?,Because he was a blueberry.
"Almost everyone needs it, asks for it, gives it but almost nobody takes it. What is it?",Advice.
"Almost everyone needs it, asks for it, gives it. But almost nobody takes it?",Advice.
"Alone I am 24th, with a friend I am 20. Another friend and I am unclean. What am I?",X.
"Although a human shape I wear, Mother I never had; And though no sense nor life I share, in finest silks I'm clad. By every miss I'm valued much, beloved and highly prized; still my cruel fate is such by boys I am often despised. What am I?",Doll.
"Although glory but not at my best. Power will fall to me finally, when the man made me is dead. What am I?",Prince.
"Although I may have eyes, I cannot see. I have a round brown face with lots of acne. What am I?",Potato.
"Although it sounds like I work on a transportation device, I actually work in a restaurant. What am I?",Busboy.
"Although my cow is dead, I still beat her What a racket she makes?",Drum.
"Always old, sometimes new. Never sad, sometimes blue. Never empty, sometimes full. Never pushes, always pulls?",Moon.
"Always wax, yet always wane: I melt, succumbed to the flame. Lighting darkness, with fate unblest, I soon devolve to shapeless mess?",Candle.
"Always wooden and covered in paint. It can make you laugh or hide, because something dark is inside. What is it?",Pencil.
Ambitious people will climb social version of this contraption?,Ladder.
Ambitious people will climb the social version of this contraption?,Ladder.
An acceptable act of violence on Saint Patrick's Day?,Pinch.
An accessory sported by many construction workers?,HardHat.
An action done on mosquito bites. What am I?,Scratch.
An ancient suit that is not worn with a tie?,Armor.
An animal who gives away money and says moo?,CashCow.
"An appropriately loud response to fear, excitement, or your team scoring?",Yell.
An arctic double breasted formal wear?,SnowSuit.
An elephant in Africa is called Lala. An elephant in Asia is called Lulu. What do you call an elephant in Antarctica?,Lost.
"An iron horse with a flaxen tail. The faster the horse runs, the shorter his tail becomes?",Needle.
An office supply that's shaped like a trombone?,Paperclip.
"An open ended barrel, I am shaped like a hive. I am filled with the flesh and the flesh is alive. What am I?",Thimble.
"An outcome already written, Fight it and you’ll be smitten. By it you may be blessed, Or put up to the test and take you places you’d have never guessed?",Destiny.
"An utensil used for bread. Also a paper cutter. Used by a thug to take a life, Or wielded by the tamest wife, When used to spread the butter?",Knife.
"Ancient and majestic, great big piles of stones, Used to encase both riches and bones. Seen from certain angles, They look like big triangles?",Pyramids.
Angels and pilots work with me. What am I?,Wings.
Announcing to the world that you've recently enjoyed a fizzy beverage?,Belch.
"Aquatic creature whose name is rather ""tight.""?",Seal.
As a state in America. I am round on both sides and high in the middle. What am I?,Ohio.
"As a whole, I am both safe and secure. Behead me, I become a place of meeting. Behead me again, I am the partner of ready. Restore me, I become the domain of beasts?",Stable.
"As beautiful as the setting sun, as delicate as the morning dew. An angel's dusting from the stars. That can turn the Earth into a frosted moon?",Snow.
"As destructive as life, As healing as death; An institutioner of strife, Just as prone to bless. It is all that is good, Yet with an evil trend; As it was the beginning of things, It can also be the end?",Fire.
"As I walked along the path I saw something with four fingers an done thumb but it was not flesh, fish, bone, or fowl?",Glove.
"As I was going through a field of wheat, I found something good to eat; It wasn't fish or flesh or bone; I kept it till it ran alone?",Egg.
"As I went across the bridge, I met a man with a load of wood which was neither straight nor crooked. What kind of wood was it?",Sawdust.
As I went over London Bridge I met my sister Jenny; I broke her neck and drank her blood and left her standing empty?,Gin.
As I went over London Bridge I met my sister Jenny; I broke her neck and drank her blood and left her standing empty. What am I?,Gin.
As light as a feather but you can’t hold it for ten minutes?,Breath.
As round as an apple. As deep as a cup. All the king's horses can't pull it up?,Well.
"As soft as silk, as white as milk, as bitter as gall, a thick green wall and a green coat covers me all?",Walnut.
"As your ideas grow, I shrink. What am I?",Pencil.
At first I am a yellow weed in the lawn and then the wind blows and my white feathers are gone. What am I?,Dandelion.
At night I come without being fetched. By day I am lost without being stolen?,Stars.
At night I'm a mountain but in the morning a meadow. What am I?,Bed.
At night they come out without being fetched and by day they are lost without being stolen. What are they?,Stars.
At night they come without being fetched and by day they are lost without being stolen. What are they?,Stars.
At night they come without being fetched. By day they are lost without being stolen. What are they?,Stars.
"At the end of my yard there is a vat, four-and-twenty ladies dancing in that; Some in green gowns and some with blue hat: He is a wise man who can tell me that?",Flax.
"At the sound of me, men may dream or stamp their feet. At the sound of me, women may laugh or sometimes weep?",Music.
"At the sound of me, men may dream. Or stamp their feet. At the sound of me, women may laugh. Or sometimes weep?",Music.
"At the sound of me, one may dream or stamp their feet, At the sound of me, one may laugh or sometimes weep?",Music.
"At the sound of me, you may stomp your feet but you may also dream or weep. What am I?",Music.
Attracted by light but flies at night. It's wind and hairy but not too scary. What is it?,Moth.
Autumn leaves and bad bowlers wreak havoc on this?,Gutter.
"Barren location, infertile and dry; my name means ""to leave"", it's not heard to see why?",Desert.
Basically a cake made of cow?,Meatloaf.
"Batman, Archie, Betty and Veronica all started as these?",ComicBooks.
Be kind please rewind?,VCR.
Be sure to shout for its answers are weak but there is no language it cannot speak?,Echo.
Beautiful girls strut and sexy men 'do their little turn' on this?,CatWalk.
"Before a circle appear, twice twenty-five and five in rear; One fifth of eight subjoin; and then you'll quickly find what conquers men?",Love.
Before crust hardens?,Dough.
"Before Google, we actually had to physically look things up in this building full of knowledge?",Library.
"Before I came, the world was darker, that's true. But beware, I can also kill you. What am I?",Electricity.
Before I grow I'm small. When I'm old I grow tall. When I die I give a mighty fall. What am I?,Tree.
"Before Mt. Everest was discovered as the highest mountain in the world, which mountain was the highest?",Mt Everest.
"before Mt. Everest was discovered, what was the tallest mountain in the world?",Mt. Everest.
"Before mt. Everest was discovered, which was the tallest mountain in the world?",MtEverest.
"Before my birth I have a name but soon as born I lose the same; and when I'm laid within the tomb, I do my father's name assume; I change my name three days together, yet live but on in any weather?",Today.
"Begin with a word, five letters to my name, remove the first and last but I am the same. Take out my middle and still I remain?",Empty.
Being able to interpret the letters on this screen proves that you have this quality?,Literate.
"Besides Paris, what is the capital of France?",F.
"Beth’s mother has three daughters. One is called Laura, the other one is Sarah. What is the name of the third daughter?",Beth.
Better touch me before you proceed to second. What am I?,First Base.
"Better touch this before proceeding to second, or you're out?",FirstBase.
Between daylight and darkness when sparkling blood suckers like to come out?,Twilight.
Between you and the net stands this vigilant protector of the scoreboard?,Goalie.
"Bill's mom has four kids: Mary, John and Alice. What is the name of her fourth child?",Bill.
Bind it and it walks. Loose it and it stops?,Sandal.
"Black and scary, small and hairy. In the night you hear it preach, Through its noisy high pitched screech?",Bat.
Black we are and much admired. Many seek us if they are tired. We tire the horse and comfort man and turn White when we've fulfilled your plan?,Coal.
"Black we are and much admired. Men seek us if they are tired. We tire the horse, comfort man. Guess this riddle if you can?",Coal.
"Black within and red without, With four corners round about?",Chimney.
"Blade to blade I always win, My foe laid low and even. Yard by yard through thick and thin, I'm busiest in season. What am I?",Lawn Mower.
Blend a teapot shot so the pearlies won’t rot?,Toothpaste.
Boats with holes and dirty dishes have this in common?,Sink.
Bold are the first; true are the second; playful are the third; clever are the fourth; forceful are the fifth?,BRAVE.
"Born from a fountain of wealth, I am black instead of gold but valued the same. What am I?",Oil.
Born in a shell I adorn your neck. What am I?,Pearl.
Born in the ocean and white as snow. When I fall back to water I disappear without a trace. What am I?,Salt.
Born of earth but with none of its strength. Molded by flame but with none of its power. Shaped?,Glass.
"Born of sorrow, grows with age, you need a lot to be a sage. What is it?",Wisdom.
Both a currency and an antlered male?,Buck.
Both boats with holes and dirty dishes have this in common?,Sink.
Both cockroaches and illegal drug laboratories or syndicates do fear this?,Raid.
Both old people and owls are said to be possessing this trait?,Wise.
Both peaches and a certain couture have this in common?,Juicy.
"Both punishment and sweet reward, It will befall both fool and lord. It is a spiritual scoreboard, Your every deed it does record?",Karma.
Both the original 49ers and opportunistic women share this nickname?,Gold Digger.
Boxers do this for a living and kids do it in the backseat for free?,Fight.
Boxes marked as this should not be abused?,Fragile.
"Break it and it is better, immediately set and harder to break again?",Record.
"Break me and I am better, immediately set and harder to be broken again. What am I?",Record.
"Break me but I'll continue to work, touch me and maybe I'll stay with you forever. What am I?",Heart.
"Bright as diamonds, Loud as thunder, Never still, A thing of wonder?",Waterfall.
Brings celebrities into your home every night?,Television.
Brings the sky a lot closer?,Telescope.
Brings you may flowers?,Showers.
Brothers and sisters I have none but this man's father is my father's son. Who is the man?,My son.
Brown I am and much admired; many horses have I tried; tire a horse and worry a man; tell me this riddle if you can?,Saddle.
Brown I am and much admired; many horses have I tried; tire a horse and worry a man; tell me this riddle if you can. What am I?,Saddle.
"Built of metal or wood to divide. It will make us good neighbors, if you stay on your side. What is it?",Fence.
Bumpy form of transportation in desert cultures?,Camel.
"Bury deep, pile on stones, yet I will dig up the bones?",Memory.
"By Moon or by Sun, I shall be found. Yet I am undone, if there's no light around?",Shadow.
"By Moon or by Sun, I shall be found. Yet I am undone, if there's no light around. What am I?",Shadow.
"By the way, what never moves, wears shoes, sandals and boots but has no feet?",Sidewalk.
By Thursday you're over this?,Hump.
Can be achieved in a car or as a position during conflict?,Neutral.
Can be done to button and shopping carts?,Push.
Can be done to buttons and shopping carts?,Push.
Can be found in the drink aisle or on a body-builder's torso?,SixPack.
Can be heard in a court or used to carry briefs?,Case.
Can be heard in court or used to carry briefs?,Case.
Can be used onstage or to express admiration?,Props.
Can describe a distress signal or flashy accessories?,Flare.
"Can not be bought, can not be sold, even if it's made of gold?",Heart.
Candy that allegedly tastes like refracted light?,Skittles.
Canine children. What am I?,Puppy.
Casper was a friendly one and Demi Moore made a clay pot with one?,Ghost.
Cats and deflation tires make this noise. What am I?,Hiss.
"Cats have four, bugs have four but school has six. What are they?",Letters.
Cause deflation of tires when dropped from the rear of spy cars?,Spikes.
Causes bad breath and frightens blood-suckers?,Garlic.
Causes dancing in children when it fills up?,Bladder.
Causes the involuntary transportation of your vehicle?,TowTruck.
Certain worms and Amazon.com like these?,Books.
Chicken noodle and cream of mushroom are two well known varieties of this kind of food?,Soup.
Children keep their assets in this?,PiggyBank.
Children who misbehave often find themselves sitting in this area?,Corners.
"Cloud is my mother, wind is my father. What am I?",Rain.
"Coca Cola, Dr.Pepper and Pepsi are three varieties of this kind of drink?",Soda.
Cockroaches and illegal drug labs are afraid of this?,Raid.
Cold head and feet; Round as a ball; Always turning around itself?,Earth.
